Feature_ID,CAS,Mean_RT
000103-11-7_group1,000103-11-7,11.3655
000103-11-7_group2,000103-11-7,17.176575
000103-23-1_group1,000103-23-1,43.1285125
000103-30-0_group1,000103-30-0,18.7377
000103-30-0_group2,000103-30-0,20.0302
000103-60-6_group1,000103-60-6,11.5916
000103-65-1_group1,000103-65-1,8.694836363636364
000103-65-1_group2,000103-65-1,11.0921
000103-67-3_group1,000103-67-3,14.2104
000103-69-5_group1,000103-69-5,7.959849999999999
000103-69-5_group2,000103-69-5,13.52756
000103-70-8_group1,000103-70-8,17.8048
000103-71-9_group1,000103-71-9,14.38
000103-73-1_group1,000103-73-1,16.5625
000103-73-1_group2,000103-73-1,17.259035714285712
000103-73-1_group3,000103-73-1,18.1366
000103-73-1_group4,000103-73-1,18.564833333333333
000103-73-1_group5,000103-73-1,19.2254
000103-73-1_group6,000103-73-1,20.95505
000103-73-1_group7,000103-73-1,21.80685
000103-73-1_group8,000103-73-1,22.4144
000103-73-1_group9,000103-73-1,24.1967
000103-84-4_group1,000103-84-4,17.033
000103-84-4_group2,000103-84-4,17.881
000103-84-4_group3,000103-84-4,19.2542
000103-86-6_group1,000103-86-6,3.1264
000103-86-6_group2,000103-86-6,4.146
000104-01-8_group1,000104-01-8,13.731966666666667
000104-03-0_group1,000104-03-0,18.7323
000104-03-0_group2,000104-03-0,19.4783
000104-10-9_group1,000104-10-9,7.8249
000104-46-1_group1,000104-46-1,10.4835
000104-46-1_group2,000104-46-1,13.0358
000104-50-7_group1,000104-50-7,12.8635
000104-50-7_group2,000104-50-7,17.1478
000104-51-8_group1,000104-51-8,9.829475
000104-51-8_group2,000104-51-8,12.707650000000001
000104-55-2_group1,000104-55-2,17.29645
000104-61-0_group1,000104-61-0,17.099249999999998
000104-66-5_group1,000104-66-5,31.8312
000104-68-7_group1,000104-68-7,19.6465
000104-68-7_group2,000104-68-7,22.0473
000104-68-7_group3,000104-68-7,24.5195
000104-76-7_group1,000104-76-7,11.380194
000104-76-7_group2,000104-76-7,14.098600000000001
000104-76-7_group3,000104-76-7,14.37719090909091
000104-87-0_group1,000104-87-0,6.4185
000104-87-0_group2,000104-87-0,12.892662068965517
000104-87-0_group3,000104-87-0,18.5402
000104-90-5_group1,000104-90-5,13.562999999999999
000104-93-8_group1,000104-93-8,13.8306
000104-98-3_group1,000104-98-3,18.4558
000104-98-3_group2,000104-98-3,19.3359
000105-05-5_group1,000105-05-5,9.81436
000105-05-5_group2,000105-05-5,23.3335
000105-12-4_group1,000105-12-4,12.7014
000105-13-5_group1,000105-13-5,12.8036
000105-14-6_group1,000105-14-6,17.4075
000105-30-6_group1,000105-30-6,3.9992
000105-30-6_group2,000105-30-6,5.5177
000105-30-6_group3,000105-30-6,6.363
000105-37-3_group1,000105-37-3,2.6601749999999997
000105-37-3_group2,000105-37-3,5.8725000000000005
000105-41-9_group1,000105-41-9,3.2431
000105-41-9_group2,000105-41-9,4.2635
000105-42-0_group1,000105-42-0,8.40375
000105-43-1_group1,000105-43-1,13.015
000105-43-1_group2,000105-43-1,14.54792222222222
000105-46-4_group1,000105-46-4,6.2047
000105-54-4_group1,000105-54-4,1.7715
000105-57-7_group1,000105-57-7,5.0609090909090915
000105-57-7_group2,000105-57-7,6.6486
000105-58-8_group1,000105-58-8,3.9398
000105-60-2_group1,000105-60-2,5.366233333333334
000105-60-2_group2,000105-60-2,6.3452
000105-60-2_group3,000105-60-2,6.62865
000105-60-2_group4,000105-60-2,6.930899999999999
000105-60-2_group5,000105-60-2,7.2463999999999995
000105-60-2_group6,000105-60-2,9.0897
000105-60-2_group7,000105-60-2,9.4965
000105-60-2_group8,000105-60-2,19.127741666666665
000105-67-9_group1,000105-67-9,17.3179
000105-67-9_group2,000105-67-9,18.354466666666667
000105-67-9_group3,000105-67-9,18.6392
000105-67-9_group4,000105-67-9,18.90506
000105-67-9_group5,000105-67-9,25.526433333333333
000105-82-8_group1,000105-82-8,3.9111
000105-82-8_group2,000105-82-8,5.42765
000105-85-1_group1,000105-85-1,8.2002
000105-85-1_group2,000105-85-1,12.679566666666666
000105-85-1_group3,000105-85-1,13.9481
000106-22-9_group1,000106-22-9,6.2299
000106-22-9_group2,000106-22-9,15.32055
000106-23-0_group1,000106-23-0,11.2215
000106-23-0_group2,000106-23-0,12.834
000106-23-0_group3,000106-23-0,13.9007
000106-23-0_group4,000106-23-0,14.525033333333333
000106-23-0_group5,000106-23-0,19.7986
000106-35-4_group1,000106-35-4,8.133
000106-36-5_group1,000106-36-5,4.4723
000106-41-2_group1,000106-41-2,15.9731
000106-41-2_group2,000106-41-2,21.1661
000106-42-3_group1,000106-42-3,5.9245
000106-42-3_group2,000106-42-3,6.5899
000106-42-3_group3,000106-42-3,7.94295
000106-42-3_group4,000106-42-3,8.508906818181819
000106-42-3_group5,000106-42-3,10.327770370370372
000106-42-3_group6,000106-42-3,10.8121
000106-42-3_group7,000106-42-3,11.0414
000106-44-5_group1,000106-44-5,12.536950000000001
000106-44-5_group2,000106-44-5,12.8613
000106-44-5_group3,000106-44-5,16.506050000000002
000106-44-5_group4,000106-44-5,17.274408904109592
000106-44-5_group5,000106-44-5,22.69526666666667
000106-44-5_group6,000106-44-5,23.202654545454546
000106-46-7_group1,000106-46-7,10.38191818181818
000106-46-7_group2,000106-46-7,11.215267307692308
000106-46-7_group3,000106-46-7,14.0663
000106-46-7_group4,000106-46-7,14.415471428571427
000106-48-9_group1,000106-48-9,6.8190333333333335
000106-48-9_group2,000106-48-9,14.2745
000106-48-9_group3,000106-48-9,18.7062
000106-48-9_group4,000106-48-9,24.6089
000106-48-9_group5,000106-48-9,24.97869
000106-48-9_group6,000106-48-9,32.346
000106-55-8_group1,000106-55-8,4.4661
000106-58-1_group1,000106-58-1,5.3232
000106-61-6_group1,000106-61-6,13.376633333333332
000106-61-6_group2,000106-61-6,19.903
000106-62-7_group1,000106-62-7,15.1033
000106-63-8_group1,000106-63-8,8.25368
000106-67-2_group1,000106-67-2,21.6029
000106-69-4_group1,000106-69-4,17.144366666666667
000106-70-7_group1,000106-70-7,12.4854
000106-72-9_group1,000106-72-9,12.3448
000106-73-0_group1,000106-73-0,19.4799
000106-88-7_group1,000106-88-7,3.350075
000106-88-7_group2,000106-88-7,6.487
000106-96-7_group1,000106-96-7,6.7091
000106-98-9_group1,000106-98-9,3.317325
000106-98-9_group2,000106-98-9,4.291499999999999
000106-99-0_group1,000106-99-0,5.5785
000106-99-0_group2,000106-99-0,6.7466
000107-01-7_group1,000107-01-7,3.2823
000107-03-9_group1,000107-03-9,8.3282
000107-35-7_group1,000107-35-7,1.2107
000107-39-1_group1,000107-39-1,4.0275
000107-41-5_group1,000107-41-5,5.06845
000107-41-5_group2,000107-41-5,6.6059
000107-43-7_group1,000107-43-7,4.5439
000107-46-0_group1,000107-46-0,3.5428
000107-51-7_group1,000107-51-7,10.169716666666666
000107-51-7_group2,000107-51-7,11.6338
000107-51-7_group3,000107-51-7,16.3654
000107-51-7_group4,000107-51-7,19.7339
000107-68-6_group1,000107-68-6,1.2089
000107-72-2_group1,000107-72-2,15.6885
000107-75-5_group1,000107-75-5,11.7925
000107-75-5_group2,000107-75-5,13.4285
000107-75-5_group3,000107-75-5,16.87715
000107-81-3_group1,000107-81-3,3.399783333333333
000107-83-5_group1,000107-83-5,1.5065384615384616
000107-83-5_group2,000107-83-5,3.4046745762711863
000107-83-5_group3,000107-83-5,4.469720000000001
000107-83-5_group4,000107-83-5,4.975099999999999
000107-85-7_group1,000107-85-7,0.2021
000107-85-7_group2,000107-85-7,0.6589
000107-86-8_group1,000107-86-8,3.9703
000107-87-9_group1,000107-87-9,1.5886
000107-87-9_group2,000107-87-9,2.3350999999999997
000107-87-9_group3,000107-87-9,4.621466666666667
000107-87-9_group4,000107-87-9,5.5038800000000005
000107-87-9_group5,000107-87-9,6.036940277777777
000107-87-9_group6,000107-87-9,7.922644444444444
000107-87-9_group7,000107-87-9,12.0185
000107-89-1_group1,000107-89-1,5.3268
000107-91-5_group1,000107-91-5,0.8263
000107-91-5_group2,000107-91-5,3.26
000107-91-5_group3,000107-91-5,3.9568
000107-91-5_group4,000107-91-5,4.2837
000107-92-6_group1,000107-92-6,12.618386407766991
000107-92-6_group2,000107-92-6,13.5465
000107-92-6_group3,000107-92-6,15.8215
000107-92-6_group4,000107-92-6,16.221408333333333
000107-93-7_group1,000107-93-7,14.1723
000107-98-2_group1,000107-98-2,2.250083333333333
000107-98-2_group2,000107-98-2,7.787892857142857
000107-98-2_group3,000107-98-2,10.04282
000108-00-9_group1,000108-00-9,4.418400000000001
000108-08-7_group1,000108-08-7,3.5127
000108-09-8_group1,000108-09-8,0.9036
000108-09-8_group2,000108-09-8,3.2374
000108-09-8_group3,000108-09-8,3.9299099999999996
000108-10-1_group1,000108-10-1,3.07
000108-10-1_group2,000108-10-1,4.366149999999999
000108-11-2_group1,000108-11-2,2.5435
000108-19-0_group1,000108-19-0,7.5459
000108-21-4_group1,000108-21-4,5.17865
000108-38-3_group1,000108-38-3,5.94426
000108-38-3_group2,000108-38-3,7.4816
000108-38-3_group3,000108-38-3,7.921047826086956
000108-38-3_group4,000108-38-3,8.505923287671234
000108-38-3_group5,000108-38-3,9.87075
000108-38-3_group6,000108-38-3,10.338553846153845
000108-38-3_group7,000108-38-3,10.81395
000108-38-3_group8,000108-38-3,11.048016666666667
000108-39-4_group1,000108-39-4,7.9799
000108-39-4_group2,000108-39-4,11.8304
000108-39-4_group3,000108-39-4,12.664533333333333
000108-39-4_group4,000108-39-4,16.1073
000108-39-4_group5,000108-39-4,16.498933333333333
000108-39-4_group6,000108-39-4,17.381946728971965
000108-39-4_group7,000108-39-4,22.889966666666666
000108-39-4_group8,000108-39-4,23.406154545454545
000108-42-9_group1,000108-42-9,14.0358
000108-43-0_group1,000108-43-0,16.4424
000108-43-0_group2,000108-43-0,24.8327
000108-43-0_group3,000108-43-0,25.3287
000108-44-1_group1,000108-44-1,11.9472
000108-44-1_group2,000108-44-1,13.8808
000108-47-4_group1,000108-47-4,12.4888
000108-48-5_group1,000108-48-5,16.73155
000108-48-5_group2,000108-48-5,17.4038
000108-48-5_group3,000108-48-5,17.9069
000108-48-5_group4,000108-48-5,18.371699999999997
000108-48-5_group5,000108-48-5,19.3877
000108-48-5_group6,000108-48-5,19.9797
000108-65-6_group1,000108-65-6,8.9063
000108-67-8_group1,000108-67-8,8.312675
000108-67-8_group2,000108-67-8,9.077778787878788
000108-67-8_group3,000108-67-8,9.919400450450452
000108-67-8_group4,000108-67-8,10.6342
000108-67-8_group5,000108-67-8,11.979205555555556
000108-67-8_group6,000108-67-8,13.065883333333334
000108-68-9_group1,000108-68-9,18.3106
000108-83-8_group1,000108-83-8,8.4238
000108-87-2_group1,000108-87-2,2.7907818181818183
000108-87-2_group2,000108-87-2,4.154903846153847
000108-87-2_group3,000108-87-2,5.429483333333334
000108-87-2_group4,000108-87-2,7.7829
000108-88-3_group1,000108-88-3,3.537642857142857
000108-88-3_group2,000108-88-3,3.9551499999999997
000108-88-3_group3,000108-88-3,6.920828
000108-88-3_group4,000108-88-3,8.124133333333333
000108-88-3_group5,000108-88-3,9.051264705882353
000108-88-3_group6,000108-88-3,10.03218888888889
000108-88-3_group7,000108-88-3,10.848799999999999
000108-88-3_group8,000108-88-3,15.5314
000108-89-4_group1,000108-89-4,16.6078
000108-89-4_group2,000108-89-4,16.8741
000108-89-4_group3,000108-89-4,17.6523
000108-89-4_group4,000108-89-4,18.0144
000108-90-7_group1,000108-90-7,5.2807
000108-90-7_group2,000108-90-7,8.76044
000108-94-1_group1,000108-94-1,9.843750724637681
000108-94-1_group2,000108-94-1,12.320699999999999
000108-94-1_group3,000108-94-1,12.589160000000001
000108-95-2_group1,000108-95-2,10.347025
000108-95-2_group10,000108-95-2,22.6167
000108-95-2_group11,000108-95-2,24.3725
000108-95-2_group12,000108-95-2,24.8168
000108-95-2_group13,000108-95-2,25.62105
000108-95-2_group2,000108-95-2,16.71322063197026
000108-95-2_group3,000108-95-2,19.00354666666667
000108-95-2_group4,000108-95-2,19.6511
000108-95-2_group5,000108-95-2,20.323900000000002
000108-95-2_group6,000108-95-2,20.8806
000108-95-2_group7,000108-95-2,21.5160175
000108-95-2_group8,000108-95-2,21.993049999999997
000108-95-2_group9,000108-95-2,22.32991428571429
000108-99-6_group1,000108-99-6,9.795425
000108-99-6_group2,000108-99-6,16.582633333333334
000108-99-6_group3,000108-99-6,17.578766666666667
000108-99-6_group4,000108-99-6,17.9604
000108-99-6_group5,000108-99-6,18.39705
000109-01-3_group1,000109-01-3,8.3532
000109-04-6_group1,000109-04-6,16.7297
000109-05-7_group1,000109-05-7,6.2016
000109-06-8_group1,000109-06-8,15.2601
000109-06-8_group2,000109-06-8,17.4069
000109-09-1_group1,000109-09-1,11.956999999999999
000109-09-1_group2,000109-09-1,15.024650000000001
000109-20-6_group1,000109-20-6,15.677966666666668
000109-20-6_group2,000109-20-6,25.2681
000109-21-7_group1,000109-21-7,15.013300000000001
000109-52-4_group1,000109-52-4,13.524017525773196
000109-52-4_group2,000109-52-4,17.1122
000109-52-4_group3,000109-52-4,17.4534
000109-57-9_group1,000109-57-9,15.5449
000109-59-1_group1,000109-59-1,5.4304
000109-59-1_group2,000109-59-1,6.7109
000109-59-1_group3,000109-59-1,21.843
000109-60-4_group1,000109-60-4,6.1045
000109-66-0_group1,000109-66-0,3.339566666666667
000109-66-0_group2,000109-66-0,4.356116666666667
000109-66-0_group3,000109-66-0,5.3006
000109-66-0_group4,000109-66-0,6.8272
000109-67-1_group1,000109-67-1,3.5242
000109-68-2_group1,000109-68-2,8.474725
000109-75-1_group1,000109-75-1,11.30875
000109-81-9_group1,000109-81-9,3.905925
000109-86-4_group1,000109-86-4,1.9369888888888889
000109-86-4_group2,000109-86-4,8.395848780487805
000109-86-4_group3,000109-86-4,10.5382
000109-86-4_group4,000109-86-4,10.79196
000109-87-5_group1,000109-87-5,6.5978
000109-90-0_group1,000109-90-0,5.628
000109-92-2_group1,000109-92-2,4.8353
000109-92-2_group2,000109-92-2,11.008666666666667
000109-92-2_group3,000109-92-2,11.509450000000001
000110-03-2_group1,000110-03-2,12.2549
000110-03-2_group2,000110-03-2,13.85602188
000110-03-2_group3,000110-03-2,17.38368888888889
000110-12-3_group1,000110-12-3,4.3867
000110-12-3_group2,000110-12-3,8.389140000000001
000110-19-0_group1,000110-19-0,6.525433333333333
000110-19-0_group2,000110-19-0,7.037850000000001
000110-27-0_group1,000110-27-0,16.7512
000110-27-0_group2,000110-27-0,32.17877272727273
000110-42-9_group1,000110-42-9,12.4737
000110-42-9_group2,000110-42-9,15.3737
000110-43-0_group1,000110-43-0,8.332419999999999
000110-44-1_group1,000110-44-1,4.9115
000110-45-2_group1,000110-45-2,2.9549
000110-45-2_group2,000110-45-2,8.5084
000110-52-1_group1,000110-52-1,26.2059
000110-54-3_group1,000110-54-3,1.6351375
000110-54-3_group2,000110-54-3,3.460480620155039
000110-54-3_group3,000110-54-3,4.579031818181818
000110-58-7_group1,000110-58-7,0.4648
000110-58-7_group2,000110-58-7,0.86095
000110-58-7_group3,000110-58-7,3.8947000000000003
000110-58-7_group4,000110-58-7,14.0389
000110-58-7_group5,000110-58-7,14.5196
000110-60-1_group1,000110-60-1,1.959
000110-60-1_group2,000110-60-1,4.0525
000110-62-3_group1,000110-62-3,2.0099
000110-62-3_group2,000110-62-3,5.4942
000110-62-3_group3,000110-62-3,6.0219
000110-68-9_group1,000110-68-9,0.8929
000110-70-3_group1,000110-70-3,0.1236
000110-70-3_group2,000110-70-3,1.4444
000110-70-3_group3,000110-70-3,3.84355
000110-70-3_group4,000110-70-3,4.2413
000110-74-7_group1,000110-74-7,5.5254
000110-80-5_group1,000110-80-5,8.69525
000110-82-7_group1,000110-82-7,3.895036170212766
000110-82-7_group2,000110-82-7,5.0911928571428575
000110-82-7_group3,000110-82-7,7.1128
000110-82-7_group4,000110-82-7,7.7598
000110-86-1_group1,000110-86-1,3.2118777777777776
000110-86-1_group2,000110-86-1,8.503828571428572
000110-86-1_group3,000110-86-1,8.7789
000110-87-2_group1,000110-87-2,8.464325
000110-88-3_group1,000110-88-3,8.204783333333333
000110-88-3_group2,000110-88-3,11.9575
000110-91-8_group1,000110-91-8,5.4686
000110-91-8_group2,000110-91-8,8.7055
000110-91-8_group3,000110-91-8,9.0581
000110-91-8_group4,000110-91-8,11.2384
000110-93-0_group1,000110-93-0,9.558833333333332
000110-93-0_group2,000110-93-0,10.045226490066225
000110-95-2_group1,000110-95-2,4.425800000000001
000110-98-5_group1,000110-98-5,14.578497222222223
000110-98-5_group2,000110-98-5,18.1199
000110-98-5_group3,000110-98-5,18.4875
000111-02-4_group1,000111-02-4,39.3361
000111-02-4_group2,000111-02-4,39.5746
000111-02-4_group3,000111-02-4,49.9115
000111-11-5_group1,000111-11-5,10.6386
000111-12-6_group1,000111-12-6,16.2627
000111-14-8_group1,000111-14-8,10.5136
000111-14-8_group2,000111-14-8,12.6932
000111-14-8_group3,000111-14-8,14.5208
000111-14-8_group4,000111-14-8,14.7838
000111-14-8_group5,000111-14-8,15.662843209876543
000111-14-8_group6,000111-14-8,18.887433333333334
000111-14-8_group7,000111-14-8,20.1604
000111-14-8_group8,000111-14-8,20.648358823529414
000111-15-9_group1,000111-15-9,1.728
000111-15-9_group2,000111-15-9,9.4088
000111-26-2_group1,000111-26-2,0.5466
000111-26-2_group2,000111-26-2,3.8749
000111-26-2_group3,000111-26-2,13.5348
000111-26-2_group4,000111-26-2,21.8972
000111-30-8_group1,000111-30-8,4.2648
000111-40-0_group1,000111-40-0,4.2643
000111-45-5_group1,000111-45-5,5.3446
000111-46-6_group1,000111-46-6,16.167327272727274
000111-46-6_group2,000111-46-6,20.6086
000111-46-6_group3,000111-46-6,20.8453
000111-55-7_group1,000111-55-7,11.873655555555555
000111-63-7_group1,000111-63-7,8.8163
000111-63-7_group2,000111-63-7,10.7142
000111-63-7_group3,000111-63-7,11.5826
000111-65-9_group1,000111-65-9,4.191707813
000111-65-9_group2,000111-65-9,5.632390322580645
000111-65-9_group3,000111-65-9,6.272
000111-65-9_group4,000111-65-9,10.3439
000111-65-9_group5,000111-65-9,12.3832
000111-66-0_group1,000111-66-0,3.927625
000111-66-0_group2,000111-66-0,4.535542857142857
000111-66-0_group3,000111-66-0,4.9671
000111-66-0_group4,000111-66-0,5.4222
000111-66-0_group5,000111-66-0,11.3804
000111-67-1_group1,000111-67-1,4.5048
000111-67-1_group2,000111-67-1,6.3308
000111-67-1_group3,000111-67-1,8.5428
000111-68-2_group1,000111-68-2,0.1717
000111-68-2_group2,000111-68-2,0.7103
000111-68-2_group3,000111-68-2,2.0082
000111-68-2_group4,000111-68-2,21.7091
000111-71-7_group1,000111-71-7,0.185
000111-71-7_group2,000111-71-7,3.064
000111-71-7_group3,000111-71-7,3.8315
000111-71-7_group4,000111-71-7,4.432075
000111-71-7_group5,000111-71-7,4.9097
000111-71-7_group6,000111-71-7,5.3424
000111-71-7_group7,000111-71-7,8.400763333333334
000111-76-2_group1,000111-76-2,5.798
000111-76-2_group2,000111-76-2,7.181266666666667
000111-76-2_group3,000111-76-2,7.83064
000111-76-2_group4,000111-76-2,10.645755172413793
000111-76-2_group5,000111-76-2,13.6010625
000111-78-4_group1,000111-78-4,13.0025
000111-81-9_group1,000111-81-9,17.3921
000111-82-0_group1,000111-82-0,14.336866666666666
000111-82-0_group2,000111-82-0,25.181
000111-83-1_group1,000111-83-1,15.6039
000111-84-2_group1,000111-84-2,4.13405
000111-84-2_group2,000111-84-2,4.77075
000111-84-2_group3,000111-84-2,5.0632684931506855
000111-84-2_group4,000111-84-2,6.221433333333333
000111-84-2_group5,000111-84-2,6.814533333333333
000111-84-2_group6,000111-84-2,8.6986
000111-84-2_group7,000111-84-2,13.0626
000111-86-4_group1,000111-86-4,0.2199
000111-86-4_group10,000111-86-4,25.7607
000111-86-4_group11,000111-86-4,38.1992
000111-86-4_group2,000111-86-4,3.2194
