000067-64-1_group2,000067-68-5_group1,000074-95-3_group1,000077-68-9_group1,000078-79-5_group2,000078-93-3_group1,000091-20-3_group1,000095-16-9_group2,000095-47-6_group2,000098-82-8_group2,000098-83-9_group2,000098-86-2_group2,000100-41-4_group3,000100-41-4_group4,000100-42-5_group1,000100-80-1_group1,000103-65-1_group1,000104-76-7_group1,000106-46-7_group2,000107-83-5_group2,000107-92-6_group1,000108-67-8_group2,000108-67-8_group3,000108-87-2_group2,000108-94-1_group1,000109-52-4_group1,000110-43-0_group1,000110-54-3_group2,000110-82-7_group1,000110-88-3_group1,000110-93-0_group2,000110-98-5_group1,000112-31-2_group1,000115-11-7_group2,000119-36-8_group1,000120-92-3_group1,000123-35-3_group1,000124-19-6_group1,000140-11-4_group1,000141-78-6_group2,000142-82-5_group2,000149-57-5_group1,000353-66-2_group1,000470-82-6_group1,000496-11-7_group2,000541-73-1_group2,000589-34-4_group2,000589-81-1_group2,000611-14-3_group2,000615-74-7_group1,000617-94-7_group1,000620-14-4_group1,000761-65-9_group1,001074-43-7_group1,001074-55-1_group2,001122-82-3_group1,001203-17-4_group1,001640-89-7_group2,001762-27-2_group1,002216-33-3_group1,002809-64-5_group2,003387-41-5_group1,003877-15-4_group2,005989-27-5_group1,013475-82-6_group1,018631-83-9_group2,019549-87-2_group1,027750-45-4_group1,038165-93-4_group1,054446-78-5_group1,063521-76-6_group3,095798-15-5_group1,1000132-10-9_group2,1000308-17-8_group1,1000309-13-0_group1,1000386-40-2_group1,1000401-12-0_group1,1000417-00-6_group1
,,0.0325,,,,0.477,,,,,0.9148,,,0.282,,0.2053,,,,0.635,0.333,0.2205,,,0.7424,0.0957,0.1006,,,0.1386,,0.8967,,,,,0.756,,,0.0957,,,0.0697,,,,0.0418,0.3876,,,,0.2244,0.1249,,,,,,,,,0.0278,0.4365,,0.1718,,,,0.3749,,,0.0689,0.1243,,,0.065,
,,,0.2547,,,0.4346,,0.5887,,,1.0075,,,,,0.2617,,,,,,1.2908,,,,,0.1086,,,0.2542,,0.7113,,0.1854,,,0.1696,,,0.1415,0.1144,0.0109,0.4995,,0.6465,,0.0909,0.6635,0.0648,,,,0.1423,0.2154,0.5938,,,,0.2561,,,,0.6318,,0.1074,,1.0812,,0.2294,,,,,0.4907,,0.0536,
0.1351,,,,,,0.533,,,,,1.0596,0.8003,,0.2818,,0.2419,,,,,0.3123,1.2294,,,0.7707,0.0693,0.112,,,0.217,,1.6178,,,,,0.2107,,,0.0752,0.1637,,,,,,,,,,,0.6242,0.0994,,,,,0.183,,,0.0376,,0.5916,,0.0717,,0.4844,,0.2477,,,,0.1325,0.2433,,0.0708,
0.9458,,,,,,0.4185,,,,,0.749,0.2946,,,,0.0881,,,,,,0.7971,,,,0.0606,,,,0.4736,,,,0.1643,,,,,,0.0312,0.1503,0.0358,,,,,,,,,,0.2847,0.1153,,0.6475,,,3.0579,,,,,0.3397,,0.0273,,,0.5548,,0.2124,,,,0.1673,0.0144,0.0747,
0.1782,,0.0407,0.3193,,,0.5219,,,,,1.0952,0.6361,,,,0.1432,,,,0.9121,0.3198,0.2169,,,,0.088,0.1081,,,0.2132,,0.9298,,0.2406,,,0.2615,,,0.0845,0.1513,,,,,,0.0354,,0.1122,,,0.3173,0.1289,,0.5272,,,0.4784,,,,,0.4477,,0.1116,,,,,,,0.0693,,,,0.0839,
,,0.0391,0.3907,,0.1577,0.3842,,0.4658,0.11,,0.7201,0.7309,,,,0.2219,,,0.6399,0.6301,,0.2466,,,0.9993,0.1108,0.7143,,,0.3122,,0.6322,,,,0.2191,1.0952,,,,0.1735,,0.2621,,0.2673,,,,,,,0.6562,0.1386,,0.3403,,,,,,,,1.2439,,2.558,,0.5444,,,,,,,,,0.0548,
0.2358,,,,,,0.7631,,0.9502,,0.23,1.1178,,,1.3512,,0.407,1.8458,,,0.557,,1.8131,,,0.455,,0.3891,0.0705,,0.6357,,1.1149,,,,,,,,0.3055,0.1641,0.0481,,0.1651,,,0.1537,0.7533,,0.7086,,0.5476,0.2217,,0.736,,,0.7047,,,0.1176,0.138,0.5686,0.1024,,,,,0.3174,,0.8,,,,,0.0701,
,,,0.2731,,,0.4346,,,,,1.5551,,,1.4206,,0.8154,,,,0.6539,,1.5318,,,0.6416,,0.3126,0.0272,0.1681,0.4715,,,,0.1555,0.2977,,,,,0.2112,0.1399,0.0091,0.2396,,,,0.0932,0.5606,0.0774,,1.2823,,0.2224,,1.0268,,,0.4721,0.0501,,,,0.5593,0.1073,,,0.933,,0.3716,,1.0145,0.0862,,,,0.061,
,,,,,,0.3397,,,,,0.4473,0.5003,,,,0.1291,,,,0.4733,,0.2336,,,,,0.0899,,,0.239,,,,,,,0.4344,,,0.0988,0.1292,0.0121,0.088,,,,0.0353,,,,,0.3277,0.0826,,0.4065,,,1.4637,,,,,0.4103,,,,,1.2815,,,,0.0252,,0.2784,,0.0877,
0.6504,,0.0179,0.483,,,0.4523,,,,,0.6272,0.4388,,,,,,,,0.4242,,0.8954,,,0.4219,0.0572,0.097,,,0.5224,,,,,,,,,,0.0911,,,,0.2548,,,0.0352,,,,,,0.1563,,0.4436,,,3.3148,,,,0.0226,0.2493,,0.0571,,,0.9906,,,0.98,0.0754,,,,0.0653,
